,5,11,17,23,29,35,41,47,53,59,65,71,77,83,89,95,101,107,113,119,125,131,137,143
0,-0.0048320508,0.0016051832,0.012977541,0.022528868,0.0006651131,0.016619222,0.006089377,0.008310494,0.008053641,0.008308961,0.00041014364,-0.014275138,0.0065898066,-0.01802283,0.027595067,0.0012410334,-0.007345816,0.0015275154,0.017035227,-0.005898228,-0.00020322522,-0.006743867,0.0076945843,0.022880338
1,0.010210402,-0.0022544276,0.013854783,-0.011933218,-0.013292564,0.0016217005,0.009516203,-0.005475509,0.022370726,-0.009698331,0.00636375,-0.0019280603,-0.003029753,-0.014819995,0.0048619425,0.0046075904,-0.0023781264,0.002912813,0.016025927,-0.007957111,0.0004948646,-0.0037257224,0.011539707,0.0012760379
2,0.02057823,-0.0062763277,0.008420165,0.010424838,-0.00806521,0.014227381,0.014987577,0.0017746758,-0.01536272,0.0017437534,0.013702788,-0.037785348,-0.006582038,0.022696953,0.013142299,0.039372027,0.017044306,-0.02543772,0.0007953386,0.0056331553,0.009860299,-0.0031379575,0.027769089,-0.010036846
3,0.007109364,0.0060489,-0.0313632,-0.031359617,0.018630365,-0.007335573,-0.031165546,0.012695649,-0.033041786,0.015421111,-0.015907006,-0.015288796,0.041581348,-0.005849127,-0.026037036,0.011544548,0.012668028,-0.004117785,0.008640283,0.008493078,0.0076922,0.012391499,0.0051039243,0.0063064746
4,-0.0034298347,-0.0008605899,0.01411144,0.021578941,-0.0045190374,-0.007830404,-0.00017514834,0.0054506944,0.014379516,-0.00726991,-0.0027574375,-0.02161092,-0.013133012,-0.013103246,0.018977797,0.023857005,-0.0060120244,0.0070528025,0.007244344,-0.02402045,3.312098e-06,-0.005031991,0.00562291,0.013395966
5,0.010457871,-0.00436803,-0.0022384133,0.023738332,-0.0022837906,-0.0041429675,0.009458082,-0.016729094,-0.01374038,0.014786782,0.011072953,0.010001412,-0.018437458,0.019599099,-0.0045567807,0.0074077174,-0.012914343,-0.011613008,-0.024343299,0.016118284,-0.0045505143,-0.0061760107,-0.03792043,0.0060028043
6,0.0064159753,-0.009586499,0.010357804,0.0355131,0.0040446157,-0.004231974,-0.007839484,0.020629944,0.005755323,0.0044221636,0.0038236158,-0.00051576766,0.029549286,0.005012182,0.009349134,-0.0021258246,0.009374662,-0.012370753,0.018293157,-0.028623754,0.0053972155,-0.0017711495,-0.006484166,-0.011543788
7,0.030873645,0.008572128,-0.009038657,0.015485381,-0.0036860635,-0.004382846,0.0038381927,0.0016604506,-0.02181898,0.010365028,0.014139242,0.0010693907,-0.0073789773,0.009342014,-0.009041562,0.00401703,-0.0043788217,-0.010823528,0.035758726,0.01841288,0.00848131,-0.004768452,-0.033849668,0.0021283606
8,-0.016433964,-0.025393317,-0.009989497,-0.028625898,0.0074662007,0.0038565835,-0.0033811138,0.016157176,0.012518008,-0.005368959,0.0050112326,0.0029527054,0.006289399,0.007014408,-0.01859619,0.0021099707,0.016256932,0.012646392,0.009937836,-0.0060961084,-0.002108574,0.006790248,0.023500627,0.014856293
9,-0.014976883,0.0056629586,0.01612697,0.03318731,0.0033174423,-0.0038917076,0.014037756,0.012877533,-0.019716803,0.008005104,0.008530172,-0.008532372,0.0065352367,0.0063795173,0.024087964,0.00015507877,0.013245207,-0.004609287,0.014839673,-5.736187e-05,0.021790456,0.003665731,-0.014952299,0.005269801
10,-0.016128423,-0.009055763,0.003867434,-0.015243133,0.004757164,0.006257048,-0.011284288,0.010660065,-0.0111970175,-0.0023148933,0.0034235467,0.00069629995,0.016097,0.009881273,0.0017503934,0.0015559017,-0.0026193273,0.0018178829,-0.02062169,-0.010515353,-0.009270522,-0.0006703468,0.011349206,-0.012156164
11,0.014074662,0.0029614498,0.006838127,0.01440032,-0.0050915848,-0.01114787,0.013215413,0.0064260326,0.0068331063,0.0073864884,-0.010785617,0.008061962,0.0024979624,-0.0015887955,0.006487117,-0.006567647,0.019679308,-0.0055119735,-0.01583201,0.014425709,0.008999815,0.0020031517,0.032451507,0.017153336
12,-0.00832698,-0.0074152704,-0.002243894,-0.015861036,-0.0021751411,0.0023058667,0.010320203,-0.0006230146,0.022577623,-0.0063512037,0.005655799,-0.0019371584,-0.008021895,-0.027262494,-0.009022057,0.0045658234,-0.015449487,-0.007940793,-0.00033388348,0.014493056,-0.0037640447,0.0008511222,0.02677273,0.0028927987
13,0.004241261,-0.00072792685,-0.00091824395,-0.01141673,-0.003744414,-0.0001865982,-0.0012657252,-0.003051625,0.020596573,-0.00028877374,0.0037349726,-0.004656207,-0.0010900939,0.0023572291,-0.005824744,0.0030061938,-0.015455683,-0.007728676,-0.002781378,0.006080865,0.0043370533,0.003932285,-0.028189985,-0.019707391
14,0.0014156511,-0.0038351545,0.0014949918,-0.005092277,-0.0015152805,0.004929535,0.0067670364,-0.003019371,0.0014386546,-0.0003151422,0.003668784,0.010365909,0.011659804,-0.0026847653,0.011402458,0.004629835,0.00054732215,-0.0026310622,0.0034072374,0.008836334,0.0037997966,-0.008894304,0.025246589,0.007061215
15,0.0032122154,0.002874446,0.019290015,0.0064655626,0.012608122,0.0009873145,0.009232125,0.00056839373,0.015551862,0.001247324,0.0062419814,-0.002511108,-0.0008574409,-0.02015294,0.013127376,0.0022513403,0.004222812,0.0014620888,-0.003199901,0.005733838,-0.0059517412,-0.008606501,-0.021007044,0.004673055
16,0.01748482,0.0102991415,-0.007885184,-0.019319806,-0.012127668,0.011136029,-0.007752572,0.0039950903,0.021494193,-0.0008315255,-8.855718e-05,0.00046506364,0.0028379292,0.039805938,0.010635691,-0.0022229035,0.00022813951,7.335715e-05,-0.016446635,-0.012150105,-0.0077392994,-0.0075983712,-0.032455795,-0.013424119
17,-0.0037066075,-0.01598586,0.022317639,-0.021653647,0.031085791,-0.0021931857,-0.0072646616,-0.006017939,0.022939136,-0.0055181487,0.009988713,-0.003313596,0.008553649,-0.020304695,-0.010060543,0.009886906,0.009498527,0.0015648922,-0.017763965,0.027653437,-0.0061097513,-0.0014343908,-0.013828564,-0.006434249
18,0.014323418,-0.0015689383,0.01752021,-0.013592653,0.022570483,0.013997106,-0.011794781,-0.005658387,0.019452708,0.0038069733,0.013065611,0.003187659,0.0065410594,0.0036149947,0.025833089,-0.0061169434,-0.0018701177,-0.0038048995,0.005620028,0.0065958253,-0.01384684,-0.012633788,0.0049799127,-0.0035525344
